customer_id,age,annual_income,credit_score,loan_amount,loan_term_years,debt_to_income_ratio,late_payments,employment_type,education,loan_purpose,default
2741,51,125219,714,493494,15,0.44,4,Self-Employed,Postgraduate,Personal,0
2742,62,25033,652,12758,1,0.55,1,Unemployed,Postgraduate,Personal,0
2743,45,93324,456,260397,5,0.74,5,Unemployed,Graduate,Personal,0
2744,33,35689,560,392220,3,0.37,0,Business,Graduate,Personal,0
2745,26,129756,376,159509,1,0.64,2,Salaried,High School,Car,0
2746,64,20066,787,155657,10,0.52,3,Business,Postgraduate,Education,0
2747,29,134159,430,496975,3,0.75,2,Business,Graduate,Personal,1
2748,56,196318,754,145926,15,0.38,5,Salaried,PhD,Business,0
2749,63,27533,462,188148,3,0.32,3,Unemployed,High School,Car,0
2750,40,135828,314,324094,10,0.72,0,Business,High School,Home,0
2751,38,79658,531,153421,3,0.13,4,Business,High School,Education,0
2752,63,58498,494,232300,1,0.2,4,Unemployed,PhD,Business,0
2753,41,129028,841,157420,20,0.16,8,Self-Employed,PhD,Personal,0
2754,24,31772,658,170368,3,0.69,7,Salaried,PhD,Car,0
2755,53,109385,630,499496,5,0.11,7,Salaried,Graduate,Car,0
2756,47,32940,726,24455,10,0.7,4,Self-Employed,PhD,Personal,0
2757,27,138027,796,214896,3,0.42,7,Salaried,High School,Business,0
2758,26,36932,785,452237,10,0.1,9,Self-Employed,Postgraduate,Car,0
2759,35,44648,748,470139,20,0.38,6,Business,High School,Education,0
2760,38,52966,712,236897,1,0.23,0,Salaried,High School,Business,0
2761,52,178849,629,437509,5,0.54,6,Salaried,Graduate,Personal,0
2762,31,183639,446,497646,15,0.58,7,Business,High School,Business,0
2763,40,168246,558,93552,3,0.44,2,Unemployed,Graduate,Business,0
2764,44,62598,591,313260,1,0.13,8,Unemployed,Graduate,Home,0
2765,35,164870,442,387605,10,0.56,7,Business,Postgraduate,Personal,0
2766,27,168630,664,45484,20,0.69,1,Salaried,High School,Education,0
2767,41,81084,389,428431,10,0.6,5,Salaried,Postgraduate,Personal,0
2768,62,195309,463,348782,20,0.68,3,Salaried,Postgraduate,Home,0
2769,46,151250,780,139476,20,0.24,2,Self-Employed,High School,Personal,0
2770,64,37118,383,173332,1,0.72,5,Unemployed,High School,Personal,0
2771,34,42616,376,105647,3,0.33,9,Salaried,PhD,Education,1
2772,57,151870,816,70642,15,0.11,8,Unemployed,PhD,Home,0
2773,41,27601,784,216803,3,0.69,1,Unemployed,Graduate,Personal,0
2774,38,45363,403,313153,5,0.76,9,Salaried,High School,Personal,0
2775,25,22795,751,490905,3,0.56,9,Business,Graduate,Car,1
2776,23,117462,786,133824,20,0.26,9,Business,Postgraduate,Personal,0
2777,43,196336,638,253914,20,0.28,4,Unemployed,Postgraduate,Education,1
2778,46,122892,777,296749,5,0.43,5,Self-Employed,PhD,Car,1
2779,57,92833,522,115879,10,0.73,3,Unemployed,Graduate,Home,0
2780,44,23084,308,451421,20,0.2,6,Unemployed,High School,Business,0
2781,39,115865,352,435785,5,0.68,1,Business,High School,Education,1
2782,45,20731,376,125827,20,0.3,6,Salaried,PhD,Home,0
2783,41,152201,802,272724,15,0.67,1,Salaried,PhD,Car,0
2784,32,179094,615,382046,20,0.74,0,Self-Employed,Graduate,Business,0
2785,61,21605,464,272544,1,0.4,4,Business,PhD,Home,0
2786,53,97506,578,175715,5,0.36,1,Business,PhD,Education,0
2787,24,64130,326,232257,3,0.66,7,Unemployed,PhD,Car,0
2788,62,180337,369,363176,5,0.47,7,Business,Postgraduate,Education,0
2789,27,183402,517,132319,10,0.58,0,Unemployed,Graduate,Education,1
2790,42,88469,664,484389,20,0.54,3,Self-Employed,High School,Car,0
2791,53,166259,605,111960,5,0.21,8,Business,High School,Personal,1
2792,37,176863,423,44015,15,0.69,4,Business,Graduate,Education,0
2793,44,110436,318,338857,5,0.24,9,Unemployed,PhD,Car,0
2794,54,132341,556,208877,15,0.75,5,Business,PhD,Education,0
2795,48,190939,595,413190,20,0.28,2,Salaried,High School,Personal,0
2796,63,151965,321,150109,3,0.61,4,Self-Employed,Postgraduate,Car,1
2797,61,119694,749,482508,20,0.3,0,Salaried,Graduate,Home,0
2798,59,39773,849,267063,10,0.32,7,Unemployed,PhD,Home,1
2799,42,24239,347,414383,1,0.32,5,Unemployed,Postgraduate,Home,0
2800,37,40863,482,93754,3,0.62,1,Unemployed,Postgraduate,Business,0
2801,54,71415,734,226775,3,0.49,3,Self-Employed,PhD,Education,0
2802,26,88968,406,310292,1,0.72,3,Business,Graduate,Education,0
2803,26,80430,487,208225,5,0.32,8,Salaried,Graduate,Car,0
2804,54,21515,385,157606,20,0.58,8,Business,High School,Business,0
2805,21,117206,755,227067,5,0.63,4,Unemployed,High School,Education,0
2806,30,165677,436,389934,5,0.21,2,Business,Graduate,Car,0
2807,41,76240,635,353222,20,0.38,0,Self-Employed,PhD,Personal,0
2808,25,25586,768,61879,10,0.44,5,Unemployed,Graduate,Education,0
2809,22,140419,702,124894,3,0.35,7,Business,High School,Education,1
2810,42,142374,839,70839,15,0.33,0,Salaried,High School,Personal,0
2811,22,51186,371,34756,1,0.58,0,Unemployed,High School,Personal,0
2812,30,46928,323,148755,3,0.25,6,Unemployed,Graduate,Education,0
2813,54,142990,784,185557,5,0.6,6,Self-Employed,Graduate,Personal,0
2814,36,107029,355,234303,1,0.75,1,Self-Employed,PhD,Car,0
2815,59,40711,522,409241,15,0.5,2,Salaried,High School,Education,1
2816,42,74962,478,484642,3,0.53,1,Business,Postgraduate,Education,1
2817,32,40039,733,154787,3,0.15,5,Business,Postgraduate,Home,0
2818,44,56561,749,468313,10,0.71,7,Unemployed,PhD,Education,0
2819,60,21577,791,496599,3,0.3,7,Unemployed,PhD,Home,0
2820,58,127792,488,97943,3,0.53,0,Business,High School,Personal,1
2821,30,179422,719,223188,15,0.79,8,Business,Graduate,Personal,0
2822,55,184870,548,473921,15,0.52,7,Business,Graduate,Car,0
2823,52,30785,463,153188,1,0.61,8,Unemployed,Postgraduate,Home,1
2824,27,92227,554,41744,5,0.41,8,Self-Employed,High School,Education,0
2825,41,138680,775,129697,15,0.14,5,Self-Employed,Postgraduate,Home,0
2826,40,81957,716,485795,1,0.66,2,Salaried,Postgraduate,Personal,1
2827,46,85431,469,121072,3,0.12,0,Business,High School,Personal,1
2828,24,168369,616,400340,1,0.59,7,Business,PhD,Car,0
2829,42,91894,473,241028,1,0.12,9,Business,Postgraduate,Personal,0
2830,35,170653,769,174123,1,0.7,2,Salaried,PhD,Home,0
2831,60,75192,644,12176,20,0.21,6,Business,Graduate,Education,1
2832,41,21462,744,358454,1,0.46,9,Self-Employed,Postgraduate,Education,1
2833,35,148848,317,257365,15,0.52,5,Business,High School,Home,0
2834,42,166583,369,463034,20,0.42,2,Salaried,PhD,Car,0
2835,48,96106,637,154748,5,0.34,5,Unemployed,Graduate,Education,0
2836,34,68665,826,50177,1,0.43,2,Unemployed,Graduate,Home,0
2837,47,195486,755,488512,10,0.32,8,Self-Employed,Postgraduate,Home,0
2838,61,101010,568,115623,3,0.41,0,Self-Employed,Graduate,Personal,0
2839,60,92573,487,5997,3,0.35,7,Self-Employed,High School,Personal,0
2840,48,127803,828,457546,20,0.5,4,Unemployed,Postgraduate,Car,0
2841,46,139682,733,441985,3,0.27,3,Business,Graduate,Car,1
2842,22,33386,587,125179,3,0.79,0,Salaried,High School,Car,0
2843,45,144069,798,252439,20,0.45,8,Salaried,PhD,Home,0
2844,23,74460,740,476869,3,0.24,8,Business,PhD,Home,0
2845,28,157293,602,125403,1,0.43,4,Unemployed,Postgraduate,Personal,0
2846,64,174546,386,409447,5,0.71,8,Unemployed,High School,Education,0
2847,53,135375,737,100287,20,0.12,9,Salaried,Graduate,Car,0
2848,62,132660,840,124574,10,0.58,8,Self-Employed,Postgraduate,Business,0
2849,55,172117,321,471192,20,0.48,6,Self-Employed,Postgraduate,Car,0
2850,26,111319,816,261463,15,0.22,7,Salaried,Graduate,Personal,0
2851,59,136582,802,126509,10,0.67,0,Salaried,High School,Home,0
2852,43,155994,766,352591,15,0.36,3,Business,Graduate,Personal,0
2853,45,173778,400,376666,20,0.31,9,Business,PhD,Personal,0
2854,63,62771,440,454181,15,0.68,9,Business,Postgraduate,Personal,0
2855,39,72335,437,348288,10,0.55,3,Business,PhD,Business,0
2856,25,72949,527,253505,1,0.73,8,Business,Postgraduate,Business,0
2857,31,115558,580,493417,20,0.54,2,Business,Graduate,Car,0
2858,32,166312,730,197589,20,0.62,9,Self-Employed,High School,Home,0
2859,30,122272,339,359837,3,0.69,9,Salaried,Graduate,Personal,1
2860,28,22716,818,361459,20,0.14,0,Unemployed,PhD,Education,0
2861,44,167646,510,493720,20,0.64,4,Business,High School,Car,0
2862,48,195138,601,294531,1,0.53,6,Self-Employed,High School,Car,0
2863,61,171285,385,9090,3,0.15,3,Salaried,Postgraduate,Personal,0
2864,56,91916,696,387990,5,0.46,8,Salaried,High School,Car,0
2865,57,70906,552,423161,15,0.16,5,Salaried,Postgraduate,Personal,0
2866,41,20463,832,307383,10,0.62,5,Business,High School,Car,1
2867,28,183045,680,8743,5,0.48,2,Business,High School,Home,0
2868,29,94694,743,35924,3,0.77,9,Unemployed,Postgraduate,Car,0
2869,35,171723,332,146268,1,0.23,9,Business,High School,Car,0
2870,60,88694,559,397304,10,0.52,4,Salaried,Graduate,Education,0
2871,38,40008,533,358959,15,0.25,9,Salaried,High School,Home,0
2872,62,90474,814,110312,20,0.53,5,Self-Employed,PhD,Home,0
2873,40,58185,607,336004,20,0.61,3,Self-Employed,Postgraduate,Home,1
2874,26,107924,369,439616,5,0.61,2,Unemployed,Postgraduate,Car,1
2875,32,54980,753,221249,15,0.67,4,Self-Employed,Graduate,Business,0
2876,22,42504,738,229090,3,0.7,6,Unemployed,PhD,Car,0
2877,27,74970,663,234602,15,0.15,5,Self-Employed,High School,Personal,0
2878,36,36766,780,347543,1,0.34,1,Salaried,Graduate,Education,0
2879,23,136944,443,315939,5,0.58,0,Business,High School,Home,0
2880,23,113922,323,318697,5,0.45,4,Business,Graduate,Personal,0
2881,47,162767,724,108976,1,0.23,4,Unemployed,Postgraduate,Personal,1
2882,63,168868,474,160183,15,0.49,5,Business,PhD,Business,0
2883,60,193615,624,118566,1,0.39,2,Business,Postgraduate,Home,0
2884,58,165631,647,262443,10,0.37,0,Self-Employed,Graduate,Car,0
2885,53,184211,317,461299,1,0.67,3,Salaried,High School,Home,0
2886,48,140494,343,124968,15,0.39,3,Business,PhD,Education,0
2887,21,28802,454,66600,1,0.12,9,Salaried,High School,Home,0
2888,28,191277,676,55022,3,0.14,1,Self-Employed,Postgraduate,Personal,0
2889,57,54159,701,139271,20,0.7,7,Self-Employed,High School,Personal,1
2890,52,31516,524,318041,1,0.77,5,Business,Graduate,Car,1
2891,63,70492,516,305182,20,0.58,2,Business,PhD,Car,0
2892,57,49086,330,128323,1,0.36,0,Self-Employed,PhD,Car,0
2893,24,133758,358,191110,15,0.76,2,Self-Employed,PhD,Education,0
2894,50,50480,652,125278,10,0.56,7,Unemployed,Graduate,Home,1
2895,26,148023,744,378198,10,0.69,3,Unemployed,High School,Business,0
2896,39,130195,534,275041,20,0.64,2,Salaried,PhD,Home,0
2897,52,198838,406,69541,15,0.37,3,Self-Employed,Postgraduate,Car,0
2898,29,58737,490,111968,15,0.44,3,Salaried,Postgraduate,Education,0
2899,32,29265,829,19892,15,0.23,1,Self-Employed,Postgraduate,Home,0
2900,31,134165,544,406487,3,0.3,3,Salaried,Postgraduate,Personal,0
2901,36,139501,375,29815,5,0.64,8,Unemployed,Postgraduate,Home,0
2902,21,90990,846,312756,1,0.73,3,Self-Employed,Graduate,Personal,0
2903,41,35386,566,431573,15,0.61,0,Self-Employed,High School,Home,0
2904,50,124718,616,473304,15,0.43,0,Salaried,Graduate,Home,0
2905,33,57425,420,283411,15,0.16,0,Salaried,Postgraduate,Home,0
2906,54,141635,324,285412,10,0.14,4,Business,Postgraduate,Car,0
2907,24,194326,731,119463,15,0.36,5,Business,PhD,Personal,0
2908,48,73634,459,412479,1,0.42,5,Unemployed,PhD,Education,0
2909,58,198734,413,469151,15,0.53,5,Self-Employed,High School,Business,0
2910,51,106988,801,362491,1,0.1,8,Self-Employed,High School,Personal,0
2911,47,126337,465,195732,3,0.79,0,Salaried,High School,Car,0
2912,25,161215,474,201599,5,0.35,9,Unemployed,Graduate,Personal,1
2913,45,166653,300,199451,10,0.69,5,Self-Employed,PhD,Education,0
2914,23,87443,385,361686,1,0.47,7,Unemployed,High School,Personal,0
2915,53,49424,619,177343,20,0.19,7,Business,PhD,Car,1
2916,24,108844,700,333756,3,0.66,2,Salaried,PhD,Car,0
2917,45,61984,681,143307,5,0.6,4,Self-Employed,PhD,Business,0
2918,40,61505,617,93757,5,0.47,9,Salaried,PhD,Education,0
2919,54,122478,549,414633,5,0.46,3,Business,PhD,Business,1
2920,46,82699,824,365219,1,0.16,0,Unemployed,PhD,Home,0
2921,25,178029,555,301753,3,0.56,8,Unemployed,Graduate,Car,0
2922,55,176536,606,369929,15,0.74,4,Business,Postgraduate,Business,0
2923,48,134012,443,259200,20,0.17,1,Business,PhD,Car,1
2924,49,174721,690,432118,3,0.28,1,Self-Employed,Graduate,Car,0
2925,29,193137,468,28645,3,0.73,6,Self-Employed,High School,Home,0
2926,58,54758,597,461089,3,0.3,3,Self-Employed,Graduate,Car,0
2927,26,156668,532,485434,1,0.56,0,Self-Employed,Graduate,Business,0
2928,39,36374,570,200630,20,0.47,4,Self-Employed,Graduate,Education,0
2929,64,138686,359,329377,1,0.52,1,Unemployed,PhD,Personal,1
2930,31,23775,595,378587,20,0.39,6,Self-Employed,High School,Business,0
2931,22,47388,766,159473,20,0.31,8,Business,Graduate,Home,0
2932,64,143800,534,274915,1,0.13,0,Business,High School,Personal,0
2933,64,41029,533,439551,20,0.62,1,Self-Employed,Graduate,Car,0
2934,29,103981,667,472667,3,0.62,5,Business,PhD,Business,0
2935,41,73639,531,477650,1,0.57,7,Salaried,Graduate,Personal,1
2936,44,134010,790,465665,20,0.55,6,Unemployed,Graduate,Business,0
2937,54,165717,802,369745,5,0.27,8,Unemployed,High School,Car,0
2938,42,51105,680,490820,1,0.12,1,Self-Employed,High School,Business,0
2939,23,164740,727,400158,10,0.67,8,Salaried,High School,Home,0
2940,32,167032,663,156460,1,0.44,3,Self-Employed,Postgraduate,Personal,0
2941,48,146519,501,392368,1,0.31,2,Self-Employed,High School,Personal,0
2942,50,162429,445,88251,1,0.17,6,Business,Graduate,Personal,0
2943,46,122739,756,62042,20,0.14,4,Unemployed,Postgraduate,Business,0
2944,41,71796,434,320884,1,0.34,4,Salaried,High School,Car,0
2945,48,35804,563,201945,10,0.66,1,Business,PhD,Business,0
2946,46,147732,363,52024,15,0.74,5,Unemployed,High School,Business,0
2947,53,165698,790,159522,1,0.73,5,Unemployed,PhD,Personal,0
2948,41,179204,340,61965,5,0.74,3,Self-Employed,Postgraduate,Car,1
2949,55,27951,595,277201,10,0.74,4,Salaried,PhD,Education,0
2950,54,157521,302,229321,15,0.47,6,Self-Employed,Postgraduate,Car,0
2951,61,39065,409,276127,20,0.25,7,Business,PhD,Business,1
2952,38,121503,520,397613,1,0.66,5,Self-Employed,High School,Home,0
2953,31,125072,669,24995,15,0.25,4,Self-Employed,Postgraduate,Car,0
2954,43,160202,667,119587,5,0.29,2,Unemployed,Graduate,Personal,0
2955,42,109360,735,238076,10,0.26,6,Unemployed,Graduate,Home,0
2956,37,82287,303,227700,10,0.46,7,Business,Graduate,Education,0
2957,25,188065,543,475897,20,0.33,2,Unemployed,High School,Education,0
2958,64,182947,465,43886,20,0.21,4,Unemployed,Graduate,Home,0
2959,31,157126,325,356169,20,0.42,1,Unemployed,Postgraduate,Education,0
2960,50,127357,694,494788,15,0.71,9,Self-Employed,Graduate,Home,0
2961,35,199589,773,100149,1,0.5,9,Salaried,Postgraduate,Business,0
2962,47,49670,316,99020,3,0.71,3,Business,Graduate,Home,0
2963,55,69112,391,7673,10,0.24,3,Self-Employed,PhD,Business,1
2964,53,108388,782,433106,3,0.22,7,Business,Postgraduate,Personal,0
2965,40,109156,842,344657,10,0.5,2,Self-Employed,Graduate,Personal,0
2966,36,179379,504,28466,20,0.42,4,Business,Graduate,Education,1
2967,54,67922,801,242626,1,0.56,4,Unemployed,Graduate,Home,0
2968,22,113348,699,359689,1,0.66,1,Business,Postgraduate,Business,0
2969,55,99335,506,55406,10,0.63,8,Salaried,Postgraduate,Personal,1
2970,60,46312,445,401904,15,0.76,3,Business,Graduate,Personal,1
2971,48,86985,400,74284,20,0.38,8,Salaried,PhD,Personal,0
2972,59,150744,540,240718,1,0.24,8,Business,Postgraduate,Education,0
2973,26,120963,462,381723,1,0.49,1,Unemployed,Postgraduate,Personal,0
2974,29,191349,472,18665,5,0.18,8,Business,PhD,Car,1
2975,40,51551,801,25641,1,0.3,8,Self-Employed,High School,Education,1
2976,21,109813,846,430716,5,0.25,1,Unemployed,PhD,Home,0
2977,28,121025,583,40797,1,0.38,5,Unemployed,Graduate,Car,0
2978,43,144342,658,220838,1,0.18,8,Self-Employed,Postgraduate,Education,1
2979,23,196284,680,313094,15,0.12,3,Unemployed,Postgraduate,Education,0
2980,24,29637,832,423262,15,0.56,1,Unemployed,Postgraduate,Business,0
2981,45,63258,462,396698,20,0.53,6,Self-Employed,Postgraduate,Car,0
2982,58,186765,606,107339,1,0.6,8,Unemployed,High School,Car,0
2983,35,160896,638,118431,20,0.56,5,Unemployed,Postgraduate,Car,1
2984,41,149553,354,237275,20,0.18,3,Unemployed,Postgraduate,Personal,1
2985,55,46950,632,407854,20,0.3,0,Unemployed,High School,Personal,0
2986,34,174560,426,484579,20,0.19,3,Business,Graduate,Home,0
2987,56,147870,542,288317,10,0.69,2,Unemployed,Graduate,Home,0
2988,32,20215,708,149294,10,0.62,6,Unemployed,High School,Home,0
2989,37,125603,802,186136,1,0.24,9,Unemployed,Graduate,Personal,0
2990,59,31523,602,173082,10,0.34,4,Business,Graduate,Business,0
2991,29,88689,763,258301,1,0.78,2,Salaried,PhD,Home,0
2992,55,43834,534,23095,15,0.52,1,Unemployed,PhD,Education,0
2993,33,54474,337,128554,3,0.66,1,Salaried,PhD,Personal,0
2994,35,63066,438,399655,5,0.29,4,Salaried,High School,Business,1
2995,38,30400,494,392758,10,0.25,7,Self-Employed,Postgraduate,Education,0
2996,53,145211,826,239989,10,0.65,7,Self-Employed,High School,Education,0
2997,26,30345,300,483766,15,0.58,4,Salaried,High School,Personal,0
2998,47,53896,395,403591,10,0.58,1,Business,High School,Car,0
2999,43,48899,712,94023,1,0.49,3,Unemployed,High School,Business,0
3000,47,48229,837,112181,1,0.49,6,Unemployed,PhD,Personal,0
3001,54,25583,728,227310,3,0.61,5,Unemployed,High School,Car,1
3002,58,155969,534,287744,3,0.29,9,Self-Employed,PhD,Personal,0
3003,34,91537,648,269610,3,0.35,6,Self-Employed,Postgraduate,Personal,0
3004,56,155639,780,261349,1,0.71,4,Unemployed,Graduate,Education,0
3005,28,94807,695,181169,20,0.32,1,Salaried,PhD,Personal,0
3006,55,149648,650,377078,20,0.48,7,Self-Employed,High School,Car,0
3007,39,132652,715,58276,3,0.59,1,Unemployed,Postgraduate,Education,1
3008,50,164401,350,448333,3,0.8,7,Salaried,High School,Car,0
3009,34,91792,380,445187,1,0.4,6,Unemployed,Postgraduate,Car,0
3010,40,151300,335,274072,15,0.4,2,Self-Employed,Graduate,Education,0
3011,45,57052,366,486232,10,0.69,3,Business,Postgraduate,Car,1
3012,60,66032,780,322453,5,0.66,6,Business,Postgraduate,Home,0
3013,44,53686,767,210719,20,0.61,3,Self-Employed,Graduate,Personal,0
3014,34,96981,441,176960,20,0.42,8,Salaried,Graduate,Education,0
3015,46,118802,655,231097,1,0.33,6,Unemployed,Postgraduate,Education,0
3016,58,153881,770,179904,1,0.53,0,Self-Employed,High School,Home,0
3017,43,192857,738,121196,5,0.71,0,Salaried,PhD,Home,0
3018,42,187619,830,14404,5,0.72,3,Unemployed,High School,Home,0
3019,39,62818,426,431855,3,0.18,8,Unemployed,PhD,Home,0
3020,23,120422,504,214190,5,0.4,3,Self-Employed,Graduate,Business,0
3021,62,91927,328,458814,10,0.43,4,Unemployed,High School,Education,0
3022,39,99465,744,464615,10,0.78,0,Business,Graduate,Car,0
3023,29,133221,763,118187,20,0.57,1,Business,Postgraduate,Education,0
3024,48,57333,579,377593,10,0.39,3,Unemployed,Postgraduate,Education,0
3025,40,146457,450,32684,10,0.12,3,Self-Employed,High School,Education,0
3026,27,36576,539,73591,10,0.5,9,Unemployed,Graduate,Home,0
3027,34,139875,565,386965,3,0.17,5,Self-Employed,High School,Home,0
3028,29,59405,404,213794,20,0.68,5,Self-Employed,High School,Business,0
3029,39,114000,732,269826,1,0.63,7,Business,PhD,Education,0
3030,34,51601,796,116186,20,0.42,8,Business,Postgraduate,Personal,0
3031,58,87946,739,436262,20,0.4,0,Salaried,High School,Business,0
3032,56,72116,457,248181,20,0.73,0,Self-Employed,Postgraduate,Home,0
3033,60,124186,471,26832,5,0.3,5,Unemployed,PhD,Education,0
3034,37,82894,793,21997,1,0.27,3,Self-Employed,Graduate,Home,0
3035,50,185707,610,301784,5,0.76,3,Business,High School,Car,0
3036,29,27465,702,475098,3,0.67,0,Self-Employed,Postgraduate,Home,0
3037,53,76754,762,45491,3,0.67,8,Salaried,High School,Home,0
3038,45,112850,666,68043,15,0.24,2,Unemployed,Graduate,Business,1
3039,34,129765,849,379319,15,0.2,4,Self-Employed,High School,Car,0
3040,31,112691,554,133568,3,0.12,9,Unemployed,High School,Personal,0
3041,55,58871,507,381394,3,0.27,0,Unemployed,Postgraduate,Personal,0
3042,61,49511,749,77725,5,0.64,7,Business,Graduate,Personal,1
3043,34,100960,394,133131,3,0.27,2,Self-Employed,PhD,Education,0
3044,50,199893,777,50520,1,0.61,0,Unemployed,Graduate,Personal,0
3045,61,85776,489,330063,5,0.28,9,Business,Graduate,Education,0
3046,24,64462,783,114869,3,0.38,5,Salaried,PhD,Home,1
3047,24,52574,835,69442,5,0.79,0,Salaried,High School,Personal,1
3048,48,122072,722,266025,5,0.27,2,Self-Employed,Postgraduate,Business,0
3049,28,192982,432,157842,10,0.36,4,Unemployed,High School,Car,0
3050,22,176258,354,372390,15,0.31,3,Self-Employed,High School,Car,0
3051,61,173885,809,183570,5,0.18,6,Unemployed,PhD,Home,0
3052,42,98282,840,376831,20,0.44,5,Business,PhD,Car,0
3053,61,129779,709,128447,5,0.37,2,Salaried,High School,Car,1
3054,36,38557,510,66477,20,0.59,7,Salaried,Graduate,Home,0
3055,49,179132,592,5244,10,0.67,7,Salaried,Postgraduate,Home,0
3056,50,92104,414,431004,3,0.48,1,Salaried,Graduate,Home,0
3057,32,157152,558,493557,5,0.12,6,Self-Employed,High School,Business,0
3058,55,164926,421,346597,10,0.53,0,Unemployed,High School,Home,0
3059,31,142013,598,455953,1,0.14,1,Self-Employed,Postgraduate,Home,0
3060,41,178097,680,182561,10,0.53,7,Business,Graduate,Home,0
3061,41,61081,800,395106,15,0.58,0,Salaried,High School,Personal,0
3062,25,155440,596,338447,15,0.24,1,Unemployed,High School,Personal,0
3063,40,139181,661,295534,3,0.67,0,Self-Employed,PhD,Business,0
3064,57,47094,762,15247,20,0.74,4,Unemployed,Postgraduate,Business,1
3065,23,197112,737,205123,3,0.67,6,Self-Employed,PhD,Car,0
3066,64,86766,426,195791,20,0.31,5,Unemployed,PhD,Personal,0
3067,53,103053,496,432894,20,0.51,5,Unemployed,PhD,Business,0
3068,29,175063,520,486018,20,0.74,5,Salaried,High School,Business,0
3069,29,21301,390,212358,20,0.32,7,Self-Employed,Graduate,Car,0
3070,24,179682,710,296727,15,0.67,4,Business,PhD,Home,0
3071,55,101463,307,144148,15,0.11,9,Unemployed,Graduate,Education,1
3072,37,185750,843,416222,5,0.1,6,Business,High School,Car,0
3073,54,44466,767,151123,15,0.63,2,Salaried,PhD,Education,0
3074,44,191947,619,402530,3,0.63,8,Business,High School,Car,0
3075,52,46081,693,33670,15,0.65,9,Unemployed,PhD,Car,0
3076,21,44354,568,498973,3,0.75,2,Unemployed,PhD,Home,0
3077,28,113297,490,465767,1,0.18,5,Unemployed,High School,Business,0
3078,43,38300,360,392064,15,0.26,2,Self-Employed,Postgraduate,Personal,0
3079,60,84384,737,15236,3,0.73,0,Business,Postgraduate,Car,0
3080,32,115027,563,40568,20,0.22,0,Self-Employed,Graduate,Home,0
3081,32,141684,394,458530,10,0.58,2,Unemployed,Graduate,Education,0
3082,35,80892,769,112327,20,0.47,3,Unemployed,High School,Business,0
3083,61,55525,813,260745,5,0.16,1,Salaried,High School,Car,0
3084,39,177604,493,377332,3,0.3,8,Salaried,High School,Education,0
3085,46,26464,781,490119,20,0.46,7,Unemployed,Postgraduate,Car,0
3086,49,36562,635,283496,15,0.7,2,Self-Employed,Postgraduate,Personal,0
3087,42,127392,734,130721,15,0.6,6,Self-Employed,PhD,Personal,1
3088,60,75514,495,264291,1,0.54,3,Unemployed,PhD,Business,0
3089,41,133428,548,443866,10,0.45,4,Business,High School,Education,0
3090,58,132564,797,408562,3,0.31,3,Self-Employed,High School,Personal,1
3091,40,128047,511,161228,20,0.18,8,Unemployed,Graduate,Home,0
3092,49,52634,765,60904,10,0.39,6,Salaried,Postgraduate,Business,0
3093,24,20060,520,412251,1,0.12,3,Unemployed,High School,Car,0
3094,27,29269,572,389285,5,0.25,7,Self-Employed,Postgraduate,Education,0
3095,48,43065,453,283252,10,0.4,1,Unemployed,High School,Education,0
3096,48,22895,548,269997,1,0.39,6,Business,PhD,Home,0
3097,24,100859,578,351300,3,0.13,0,Business,High School,Personal,0
3098,42,163424,739,271320,5,0.51,7,Self-Employed,PhD,Education,0
3099,32,124127,575,105459,15,0.48,5,Unemployed,Graduate,Home,0
3100,23,116426,813,424136,1,0.15,4,Business,Graduate,Home,0
3101,42,183088,387,190922,15,0.76,8,Business,Graduate,Car,0
3102,64,31962,804,142901,5,0.17,8,Salaried,High School,Home,0
3103,22,53302,540,128225,1,0.7,2,Self-Employed,Graduate,Business,1
3104,44,105382,535,498406,1,0.1,8,Salaried,High School,Education,0
3105,54,24011,427,240847,5,0.72,8,Salaried,Postgraduate,Business,0
3106,47,149716,802,226738,3,0.11,1,Business,PhD,Home,1
3107,61,39782,499,385602,1,0.63,4,Unemployed,Postgraduate,Home,1
3108,21,140654,842,115893,5,0.35,1,Salaried,High School,Business,0
3109,28,190797,801,341071,10,0.62,0,Self-Employed,Graduate,Car,0
3110,43,29196,791,483076,15,0.38,6,Self-Employed,PhD,Home,0
3111,58,63459,320,385322,1,0.15,3,Unemployed,Graduate,Business,0
3112,26,107245,533,247726,10,0.64,4,Self-Employed,Postgraduate,Business,0
3113,42,98863,715,307811,1,0.15,3,Salaried,High School,Education,0
3114,45,143206,447,201914,3,0.75,5,Unemployed,PhD,Car,0
3115,38,121010,328,434059,5,0.14,1,Self-Employed,PhD,Personal,0
3116,37,52769,660,186880,1,0.44,7,Self-Employed,High School,Business,0
3117,32,127529,607,428759,5,0.61,3,Salaried,High School,Education,0
3118,26,44700,461,470996,20,0.38,7,Salaried,PhD,Personal,0
3119,46,25269,360,11611,1,0.25,2,Salaried,Postgraduate,Education,0
3120,47,141631,424,355386,3,0.63,4,Salaried,Postgraduate,Education,0
3121,28,63880,755,351756,3,0.65,2,Unemployed,Graduate,Car,0
3122,39,134003,370,314046,10,0.75,6,Unemployed,PhD,Home,0
3123,62,159392,765,252524,3,0.36,2,Unemployed,High School,Car,1
3124,21,69589,542,300187,5,0.45,7,Business,High School,Personal,0
3125,49,55897,789,141343,20,0.35,8,Salaried,High School,Car,0
